Group_ID,Video_Index,Room,Session,Performer,Video_Name, Frame_Num
1167,1190,62532719088211200,62532709076973900,53604774286737900,62532709076973975-53604774286737927r1471445513.m3u8.mp4,14687
1168,1191,62533520969925900,62533516079930200,55083279732193100,62533516079930248-55083279732193160r1471440338.m3u8.mp4,18773
1168,1191,62533520969925900,62533516079930200,55083279732193100,62533516079930248-55083279732193160r1471441597.m3u8.mp4,10103
1169,1192,62533724718732500,62533719879075700,51614244159886000,62533719879075700-51614244159886004r1471440435.m3u8.mp4,8643
1170,1193,62535239128814900,62535237936095100,18687908944437300,62535237936095107-18687908944437327r1471441159.m3u8.mp4,16145
1171,1194,62535875870295400,62535875541612900,31045571313558700,62535875541612978-31045571313558736r1471441463.m3u8.mp4,57516
1172,1195,62536029952247100,62536026236664200,50161933812248100,62536026236664243-50161933812248163r1471441535.m3u8.mp4,24954
1173,1197,62537700684047800,62537700275658600,53387635432892200,62537700275658648-53387635432892295r1471442333.m3u8.mp4,40231
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471442430.m3u8.mp4,16772
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471443830.m3u8.mp4,757
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471443921.m3u8.mp4,19460
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471445539.m3u8.mp4,3461
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471445847.m3u8.mp4,9061
1174,1198,62537867126613500,62537859002808700,49625608551934400,62537859002808769-49625608551934473r1471446618.m3u8.mp4,26672
1175,1199,62537877444601300,62537858574994200,48398468531618700,62537858574994290-48398468531618736r1471442409.m3u8.mp4,35633
1176,1200,62537890933483000,62537890640443200,53272535766146600,62537890640443234-53272535766146639r1471442424.m3u8.mp4,56991
1177,1201,62538027594393100,62538027041306400,53782875536890400,62538027041306467-53782875536890474r1471442489.m3u8.mp4,1518
1178,1202,62539051352688000,62539050740884300,18687908944437300,62539050740884360-18687908944437327r1471442977.m3u8.mp4,9479
1179,1203,62539795315262900,62539773476086600,48577107659329700,62539773476086674-48577107659329705r1471443322.m3u8.mp4,886
1180,1204,62540982244582900,62540981932669400,53825700762756800,62540981932669402-53825700762756884r1471443898.m3u8.mp4,263909
1181,1205,62541129110230300,62541124918584200,54874951441714700,62541124918584225-54874951441714704r1471443966.m3u8.mp4,10201
1182,1206,62541996718790000,62541996218130300,31045571313558700,62541996218130361-31045571313558736r1471444382.m3u8.mp4,45725
1182,1206,62541996718790000,62541996218130300,31045571313558700,62541996218130361-31045571313558736r1471446314.m3u8.mp4,112635
1183,1207,62543270405182800,62543266825904000,50161933812248100,62543266825904066-50161933812248163r1471444988.m3u8.mp4,175344
1184,1208,62543669465945400,62543669124678100,47682196185552100,62543669124678103-47682196185552116r1471445180.m3u8.mp4,99466
1185,1209,62543848453670300,62543832127905700,52192388243789800,62543832127905737-52192388243789856r1471445257.m3u8.mp4,44650
1186,1210,62543917569508800,62543899981267400,54173263735042100,62543899981267418-54173263735042125r1471445290.m3u8.mp4,65952
1187,1211,62544528251790900,62544467189582700,32750136595503500,62544467189582750-32750136595503502r1471445560.m3u8.mp4,19275
1187,1211,62544528251790900,62544467189582700,32750136595503500,62544467189582750-32750136595503502r1471447669.m3u8.mp4,14923
1187,1211,62544528251790900,62544467189582700,32750136595503500,62544467189582750-32750136595503502r1471449186.m3u8.mp4,48411
1188,1212,62544637031065100,62544633533570400,51710656344237900,62544633533570438-51710656344237970r1471445640.m3u8.mp4,1725
1188,1212,62544637031065100,62544633533570400,51710656344237900,62544633533570438-51710656344237970r1471445764.m3u8.mp4,95611
1189,1213,62546936975558100,62546931617904500,52868343920602700,62546931617904538-52868343920602753r1471446735.m3u8.mp4,1938
1189,1213,62546936975558100,62546931617904500,52868343920602700,62546931617904538-52868343920602753r1471446878.m3u8.mp4,73099
1190,1214,62547133503866300,62547117633192400,52553573812156600,62547117633192427-52553573812156601r1471446824.m3u8.mp4,140112
1191,1215,62547615259526600,62547614949722000,51663525071820900,62547614949722062-51663525071820946r1471447061.m3u8.mp4,122332
1192,1216,62548622154638900,62548613783362900,54333967911894200,62548613783362976-54333967911894250r1471447537.m3u8.mp4,902
1192,1216,62548622154638900,62548613783362900,54333967911894200,62548613783362976-54333967911894250r1471447635.m3u8.mp4,1358
1192,1216,62548622154638900,62548613783362900,54333967911894200,62548613783362976-54333967911894250r1471447757.m3u8.mp4,10057
1192,1216,62548622154638900,62548613783362900,54333967911894200,62548613783362976-54333967911894250r1471448590.m3u8.mp4,409
1192,1216,62548622154638900,62548613783362900,54333967911894200,62548613783362976-54333967911894250r1471448641.m3u8.mp4,8258
